bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
A26695,RAL_330_50_30,RAL 330 50 30,"[37, 65, 11, 9]","[39, 72, 11, 0]",#A26695,"[162, 102, 149]"
A46098,RAL_330_50_35,RAL 330 50 35,"[38, 69, 7, 5]","[38, 76, 5, 0]",#A46098,"[164, 96, 152]"
AC5A9A,RAL_330_50_40,RAL 330 50 40,"[36, 73, 4, 2]","[34, 80, 1, 0]",#AC5A9A,"[172, 90, 154]"
A28C9C,RAL_330_60_10,RAL 330 60 10,"[36, 42, 23, 11]","[33, 42, 19, 9]",#A28C9C,"[162, 140, 156]"
AA8AA3,RAL_330_60_15,RAL 330 60 15,"[33, 47, 18, 9]","[32, 47, 15, 6]",#AA8AA3,"[170, 138, 163]"
B186A6,RAL_330_60_20,RAL 330 60 20,"[31, 51, 13, 6]","[30, 52, 12, 3]",#B186A6,"[177, 134, 166]"
B581A8,RAL_330_60_25,RAL 330 60 25,"[30, 55, 11, 5]","[29, 56, 9, 1]",#B581A8,"[181, 129, 168]"
BB7EAE,RAL_330_60_30,RAL 330 60 30,"[29, 58, 5, 0]","[27, 60, 3, 0]",#BB7EAE,"[187, 126, 174]"
C177B1,RAL_330_60_35,RAL 330 60 35,"[27, 62, 0, 0]","[25, 64, 0, 0]",#C177B1,"[193, 119, 177]"
C774B6,RAL_330_60_40,RAL 330 60 40,"[26, 64, 0, 0]","[25, 66, 0, 0]",#C774B6,"[199, 116, 182]"
BCA6B9,RAL_330_70_10,RAL 330 70 10,"[27, 35, 15, 4]","[25, 33, 12, 3]",#BCA6B9,"[188, 166, 185]"
C3A2BB,RAL_330_70_15,RAL 330 70 15,"[24, 40, 11, 3]","[23, 38, 9, 2]",#C3A2BB,"[195, 162, 187]"
CB9EBF,RAL_330_70_20,RAL 330 70 20,"[21, 44, 7, 0]","[20, 42, 5, 0]",#CB9EBF,"[203, 158, 191]"
D59BC4,RAL_330_70_25,RAL 330 70 25,"[17, 47, 1, 0]","[16, 46, 2, 0]",#D59BC4,"[213, 155, 196]"
D896C6,RAL_330_70_30,RAL 330 70 30,"[16, 50, 0, 0]","[15, 49, 0, 0]",#D896C6,"[216, 150, 198]"
D8C2D1,RAL_330_80_10,RAL 330 80 10,"[16, 26, 9, 0]","[15, 24, 7, 0]",#D8C2D1,"[216, 194, 209]"
DFBFD7,RAL_330_80_15,RAL 330 80 15,"[13, 30, 4, 0]","[12, 27, 3, 0]",#DFBFD7,"[223, 191, 215]"
E9BADA,RAL_330_80_20,RAL 330 80 20,"[8, 34, 0, 0]","[9, 31, 1, 0]",#E9BADA,"[233, 186, 218]"
EDE2E8,RAL_330_90_05,RAL 330 90 05,"[7, 12, 5, 0]","[7, 11, 4, 0]",#EDE2E8,"[237, 226, 232]"
3B353B,RAL_340_20_05,RAL 340 20 05,"[68, 64, 51, 59]","[73, 68, 45, 59]",#3B353B,"[59, 53, 59]"
49303F,RAL_340_20_15,RAL 340 20 15,"[61, 75, 44, 55]","[68, 90, 47, 46]",#49303F,"[73, 48, 63]"
4F2E43,RAL_340_20_20,RAL 340 20 20,"[59, 78, 40, 51]","[66, 95, 44, 40]",#4F2E43,"[79, 46, 67]"
552A45,RAL_340_20_25,RAL 340 20 25,"[55, 82, 35, 51]","[63, 99, 42, 38]",#552A45,"[85, 42, 69]"
50484F,RAL_340_30_05,RAL 340 30 05,"[61, 58, 46, 47]","[63, 62, 43, 43]",#50484F,"[80, 72, 79]"
584450,RAL_340_30_10,RAL 340 30 10,"[57, 64, 44, 45]","[63, 76, 46, 33]",#584450,"[88, 68, 80]"
604455,RAL_340_30_15,RAL 340 30 15,"[55, 67, 39, 41]","[62, 82, 44, 25]",#604455,"[96, 68, 85]"
664057,RAL_340_30_20,RAL 340 30 20,"[52, 72, 36, 39]","[61, 90, 44, 21]",#664057,"[102, 64, 87]"
6C3B5A,RAL_340_30_25,RAL 340 30 25,"[49, 76, 30, 39]","[57, 96, 38, 22]",#6C3B5A,"[108, 59, 90]"
70355A,RAL_340_30_30,RAL 340 30 30,"[45, 80, 25, 38]","[53, 99, 33, 23]",#70355A,"[112, 53, 90]"
762F5D,RAL_340_30_35,RAL 340 30 35,"[43, 84, 20, 37]","[51, 100, 29, 20]",#762F5D,"[118, 47, 93]"
782B5E,RAL_340_30_38,RAL 340 30 38,"[42, 87, 16, 35]","[50, 100, 28, 17]",#782B5E,"[120, 43, 94]"
665E64,RAL_340_40_05,RAL 340 40 05,"[54, 51, 41, 35]","[53, 52, 35, 33]",#665E64,"[102, 94, 100]"
715B67,RAL_340_40_10,RAL 340 40 10,"[50, 56, 38, 32]","[48, 60, 33, 29]",#715B67,"[113, 91, 103]"
77576A,RAL_340_40_15,RAL 340 40 15,"[48, 62, 34, 30]","[50, 69, 34, 22]",#77576A,"[119, 87, 106]"
80546D,RAL_340_40_20,RAL 340 40 20,"[44, 66, 30, 28]","[47, 76, 33, 16]",#80546D,"[128, 84, 109]"
844E70,RAL_340_40_25,RAL 340 40 25,"[42, 71, 24, 25]","[49, 84, 31, 9]",#844E70,"[132, 78, 112]"
8C4B73,RAL_340_40_30,RAL 340 40 30,"[39, 74, 20, 24]","[47, 90, 29, 5]",#8C4B73,"[140, 75, 115]"
8E4274,RAL_340_40_35,RAL 340 40 35,"[39, 79, 15, 22]","[46, 96, 22, 4]",#8E4274,"[142, 66, 116]"
933E75,RAL_340_40_40,RAL 340 40 40,"[36, 82, 12, 21]","[43, 98, 20, 4]",#933E75,"[147, 62, 117]"
9D3679,RAL_340_40_45,RAL 340 40 45,"[34, 86, 7, 16]","[39, 100, 13, 1]",#9D3679,"[157, 54, 121]"
7F767D,RAL_340_50_05,RAL 340 50 05,"[47, 44, 35, 23]","[44, 43, 29, 22]",#7F767D,"[127, 118, 125]"
8B7280,RAL_340_50_10,RAL 340 50 10,"[42, 50, 31, 21]","[39, 51, 27, 18]",#8B7280,"[139, 114, 128]"
926F83,RAL_340_50_15,RAL 340 50 15,"[40, 55, 27, 19]","[39, 58, 25, 14]",#926F83,"[146, 111, 131]"
986B86,RAL_340_50_20,RAL 340 50 20,"[38, 59, 23, 17]","[38, 64, 23, 9]",#986B86,"[152, 107, 134]"
9F6589,RAL_340_50_25,RAL 340 50 25,"[34, 64, 18, 15]","[38, 71, 21, 3]",#9F6589,"[159, 101, 137]"
A6618A,RAL_340_50_30,RAL 340 50 30,"[31, 67, 15, 14]","[36, 76, 18, 1]",#A6618A,"[166, 97, 138]"
AB5B8F,RAL_340_50_35,RAL 340 50 35,"[31, 71, 9, 9]","[33, 80, 11, 0]",#AB5B8F,"[171, 91, 143]"
B45591,RAL_340_50_40,RAL 340 50 40,"[29, 76, 6, 6]","[29, 84, 5, 0]",#B45591,"[180, 85, 145]"
BA4F92,RAL_340_50_45,RAL 340 50 45,"[27, 78, 3, 2]","[27, 87, 3, 0]",#BA4F92,"[186, 79, 146]"
9A8F96,RAL_340_60_05,RAL 340 60 05,"[38, 38, 28, 14]","[35, 36, 23, 12]",#9A8F96,"[154, 143, 150]"
A58C9B,RAL_340_60_10,RAL 340 60 10,"[35, 43, 24, 12]","[32, 42, 20, 9]",#A58C9B,"[165, 140, 155]"
AF889E,RAL_340_60_15,RAL 340 60 15,"[30, 47, 20, 10]","[28, 48, 17, 7]",#AF889E,"[175, 136, 158]"
B483A0,RAL_340_60_20,RAL 340 60 20,"[28, 52, 16, 8]","[27, 54, 15, 4]",#B483A0,"[180, 131, 160]"
BB7FA3,RAL_340_60_25,RAL 340 60 25,"[25, 56, 12, 6]","[25, 58, 11, 1]",#BB7FA3,"[187, 127, 163]"
C07BA7,RAL_340_60_30,RAL 340 60 30,"[24, 59, 8, 4]","[24, 62, 7, 0]",#C07BA7,"[192, 123, 167]"
C975A8,RAL_340_60_35,RAL 340 60 35,"[21, 63, 4, 1]","[20, 65, 4, 0]",#C975A8,"[201, 117, 168]"
CE70AB,RAL_340_60_40,RAL 340 60 40,"[19, 66, 0, 0]","[18, 69, 0, 0]",#CE70AB,"[206, 112, 171]"
B5A9B1,RAL_340_70_05,RAL 340 70 05,"[29, 30, 21, 7]","[27, 28, 17, 6]",#B5A9B1,"[181, 169, 177]"
BFA6B5,RAL_340_70_10,RAL 340 70 10,"[25, 36, 17, 5]","[23, 34, 14, 4]",#BFA6B5,"[191, 166, 181]"
C9A1B9,RAL_340_70_15,RAL 340 70 15,"[21, 40, 12, 3]","[19, 39, 9, 2]",#C9A1B9,"[201, 161, 185]"
CF9CB9,RAL_340_70_20,RAL 340 70 20,"[18, 45, 9, 2]","[16, 44, 7, 0]",#CF9CB9,"[207, 156, 185]"
D798BC,RAL_340_70_25,RAL 340 70 25,"[15, 48, 5, 0]","[13, 47, 4, 0]",#D798BC,"[215, 152, 188]"
E094C2,RAL_340_70_30,RAL 340 70 30,"[12, 52, 0, 0]","[11, 51, 0, 0]",#E094C2,"[224, 148, 194]"
E78FC3,RAL_340_70_35,RAL 340 70 35,"[9, 55, 0, 0]","[9, 54, 0, 0]",#E78FC3,"[231, 143, 195]"
D0C5C9,RAL_340_80_05,RAL 340 80 05,"[19, 21, 15, 3]","[17, 19, 12, 2]",#D0C5C9,"[208, 197, 201]"
DCC3D1,RAL_340_80_10,RAL 340 80 10,"[14, 26, 9, 0]","[13, 24, 7, 1]",#DCC3D1,"[220, 195, 209]"
E4BDD1,RAL_340_80_15,RAL 340 80 15,"[9, 32, 6, 0]","[9, 29, 5, 0]",#E4BDD1,"[228, 189, 209]"
EFBCD6,RAL_340_80_20,RAL 340 80 20,"[4, 34, 2, 0]","[5, 31, 2, 0]",#EFBCD6,"[239, 188, 214]"
ECE1E7,RAL_340_90_05,RAL 340 90 05,"[7, 12, 5, 0]","[7, 11, 4, 0]",#ECE1E7,"[236, 225, 231]"
F4E6ED,RAL_340_92_05,RAL 340 92 05,"[3, 11, 4, 0]","[5, 10, 3, 0]",#F4E6ED,"[244, 230, 237]"
45353E,RAL_350_20_10,RAL 350 20 10,"[63, 68, 49, 56]","[68, 78, 47, 51]",#45353E,"[69, 53, 62]"
522D3F,RAL_350_20_20,RAL 350 20 20,"[55, 78, 43, 53]","[62, 94, 47, 42]",#522D3F,"[82, 45, 63]"
56293E,RAL_350_20_25,RAL 350 20 25,"[51, 82, 40, 54]","[59, 97, 47, 42]",#56293E,"[86, 41, 62]"
602643,RAL_350_20_30,RAL 350 20 30,"[44, 84, 33, 52]","[52, 100, 43, 37]",#602643,"[96, 38, 67]"
614350,RAL_350_30_15,RAL 350 30 15,"[52, 67, 42, 43]","[59, 81, 48, 29]",#614350,"[97, 67, 80]"
6A4054,RAL_350_30_20,RAL 350 30 20,"[48, 72, 38, 40]","[58, 89, 48, 20]",#6A4054,"[106, 64, 84]"
723D56,RAL_350_30_25,RAL 350 30 25,"[44, 75, 34, 40]","[53, 94, 43, 21]",#723D56,"[114, 61, 86]"
763956,RAL_350_30_30,RAL 350 30 30,"[39, 78, 31, 40]","[48, 97, 40, 23]",#763956,"[118, 57, 86]"
7B3256,RAL_350_30_35,RAL 350 30 35,"[36, 83, 26, 40]","[45, 99, 36, 22]",#7B3256,"[123, 50, 86]"
7F2C57,RAL_350_30_40,RAL 350 30 40,"[33, 85, 22, 39]","[44, 100, 34, 19]",#7F2C57,"[127, 44, 87]"
745E69,RAL_350_40_10,RAL 350 40 10,"[49, 55, 38, 31]","[46, 58, 34, 29]",#745E69,"[116, 94, 105]"
795866,RAL_350_40_15,RAL 350 40 15,"[45, 60, 37, 32]","[45, 67, 35, 25]",#795866,"[121, 88, 102]"
825469,RAL_350_40_20,RAL 350 40 20,"[41, 65, 33, 29]","[45, 76, 36, 16]",#825469,"[130, 84, 105]"
87516A,RAL_350_40_25,RAL 350 40 25,"[38, 68, 30, 28]","[45, 80, 36, 12]",#87516A,"[135, 81, 106]"
8F4B6A,RAL_350_40_30,RAL 350 40 30,"[33, 73, 26, 28]","[44, 88, 36, 7]",#8F4B6A,"[143, 75, 106]"
94456D,RAL_350_40_35,RAL 350 40 35,"[31, 77, 21, 27]","[41, 93, 32, 6]",#94456D,"[148, 69, 109]"
9A416D,RAL_350_40_40,RAL 350 40 40,"[27, 80, 18, 26]","[38, 96, 29, 6]",#9A416D,"[154, 65, 109]"
9F3A6E,RAL_350_40_45,RAL 350 40 45,"[24, 83, 14, 25]","[35, 99, 24, 5]",#9F3A6E,"[159, 58, 110]"
A62C6D,RAL_350_40_50,RAL 350 40 50,"[20, 89, 9, 24]","[31, 100, 23, 3]",#A62C6D,"[166, 44, 109]"
8A737E,RAL_350_50_10,RAL 350 50 10,"[42, 49, 33, 22]","[39, 49, 28, 20]",#8A737E,"[138, 115, 126]"
946F7E,RAL_350_50_15,RAL 350 50 15,"[38, 53, 31, 20]","[36, 56, 28, 16]",#946F7E,"[148, 111, 126]"
9A6B82,RAL_350_50_20,RAL 350 50 20,"[35, 58, 26, 18]","[35, 62, 25, 10]",#9A6B82,"[154, 107, 130]"
A46682,RAL_350_50_25,RAL 350 50 25,"[30, 62, 23, 17]","[34, 69, 26, 5]",#A46682,"[164, 102, 130]"
AA6384,RAL_350_50_30,RAL 350 50 30,"[27, 65, 20, 16]","[33, 73, 25, 2]",#AA6384,"[170, 99, 132]"
B25B83,RAL_350_50_35,RAL 350 50 35,"[22, 70, 16, 15]","[29, 79, 22, 0]",#B25B83,"[178, 91, 131]"
B95985,RAL_350_50_40,RAL 350 50 40,"[19, 73, 14, 14]","[25, 82, 20, 0]",#B95985,"[185, 89, 133]"
C05387,RAL_350_50_45,RAL 350 50 45,"[16, 76, 11, 11]","[22, 85, 15, 0]",#C05387,"[192, 83, 135]"
C84B87,RAL_350_50_50,RAL 350 50 50,"[13, 80, 8, 8]","[17, 90, 11, 0]",#C84B87,"[200, 75, 135]"
A68C98,RAL_350_60_10,RAL 350 60 10,"[33, 42, 25, 13]","[30, 42, 22, 11]",#A68C98,"[166, 140, 152]"
AF899A,RAL_350_60_15,RAL 350 60 15,"[29, 46, 22, 11]","[27, 47, 19, 8]",#AF899A,"[175, 137, 154]"
B9859B,RAL_350_60_20,RAL 350 60 20,"[25, 51, 20, 9]","[24, 52, 18, 5]",#B9859B,"[185, 133, 155]"
C0809A,RAL_350_60_25,RAL 350 60 25,"[21, 55, 18, 8]","[22, 56, 18, 3]",#C0809A,"[192, 128, 154]"
C87B9E,RAL_350_60_30,RAL 350 60 30,"[17, 59, 13, 6]","[18, 62, 13, 0]",#C87B9E,"[200, 123, 158]"
D077A0,RAL_350_60_35,RAL 350 60 35,"[15, 63, 9, 4]","[15, 65, 9, 0]",#D077A0,"[208, 119, 160]"
D772A1,RAL_350_60_40,RAL 350 60 40,"[11, 66, 7, 2]","[11, 69, 7, 0]",#D772A1,"[215, 114, 161]"
DD6EA3,RAL_350_60_45,RAL 350 60 45,"[9, 68, 4, 0]","[8, 71, 3, 0]",#DD6EA3,"[221, 110, 163]"
C0A6B0,RAL_350_70_10,RAL 350 70 10,"[24, 34, 20, 6]","[21, 32, 16, 5]",#C0A6B0,"[192, 166, 176]"
CAA2B2,RAL_350_70_15,RAL 350 70 15,"[19, 39, 16, 5]","[18, 38, 14, 4]",#CAA2B2,"[202, 162, 178]"
D49EB5,RAL_350_70_20,RAL 350 70 20,"[15, 44, 13, 3]","[14, 42, 11, 1]",#D49EB5,"[212, 158, 181]"
DD9AB7,RAL_350_70_25,RAL 350 70 25,"[11, 48, 9, 0]","[9, 47, 7, 0]",#DD9AB7,"[221, 154, 183]"
E794B7,RAL_350_70_30,RAL 350 70 30,"[6, 52, 6, 0]","[5, 51, 5, 0]",#E794B7,"[231, 148, 183]"
ED91B9,RAL_350_70_35,RAL 350 70 35,"[4, 55, 4, 0]","[4, 53, 4, 0]",#ED91B9,"[237, 145, 185]"
DBC1CB,RAL_350_80_10,RAL 350 80 10,"[14, 27, 12, 1]","[13, 24, 10, 1]",#DBC1CB,"[219, 193, 203]"
E4BECE,RAL_350_80_15,RAL 350 80 15,"[10, 31, 9, 0]","[9, 28, 7, 0]",#E4BECE,"[228, 190, 206]"
EEB9CF,RAL_350_80_20,RAL 350 80 20,"[4, 35, 6, 0]","[5, 32, 4, 0]",#EEB9CF,"[238, 185, 207]"
EEE2E5,RAL_350_90_05,RAL 350 90 05,"[6, 12, 7, 0]","[7, 11, 6, 0]",#EEE2E5,"[238, 226, 229]"
4C2E37,RAL_360_20_15,RAL 360 20 15,"[56, 75, 51, 58]","[62, 89, 53, 51]",#4C2E37,"[76, 46, 55]"
51484C,RAL_360_30_05,RAL 360 30 05,"[59, 57, 49, 47]","[60, 60, 44, 45]",#51484C,"[81, 72, 76]"
5C4850,RAL_360_30_10,RAL 360 30 10,"[55, 62, 45, 44]","[59, 70, 45, 35]",#5C4850,"[92, 72, 80]"
62414C,RAL_360_30_15,RAL 360 30 15,"[50, 68, 45, 45]","[58, 83, 52, 30]",#62414C,"[98, 65, 76]"
693E4D,RAL_360_30_20,RAL 360 30 20,"[46, 72, 42, 44]","[54, 89, 51, 27]",#693E4D,"[105, 62, 77]"
6E3A4C,RAL_360_30_25,RAL 360 30 25,"[42, 75, 39, 44]","[50, 94, 49, 27]",#6E3A4C,"[110, 58, 76]"
75334C,RAL_360_30_30,RAL 360 30 30,"[35, 80, 35, 45]","[44, 98, 44, 29]",#75334C,"[117, 51, 76]"
7D2F4C,RAL_360_30_35,RAL 360 30 35,"[29, 83, 32, 45]","[39, 99, 44, 26]",#7D2F4C,"[125, 47, 76]"
802B4C,RAL_360_30_40,RAL 360 30 40,"[25, 85, 30, 45]","[38, 100, 43, 25]",#802B4C,"[128, 43, 76]"
685F62,RAL_360_40_05,RAL 360 40 05,"[53, 50, 43, 35]","[50, 50, 37, 35]",#685F62,"[104, 95, 98]"
715D65,RAL_360_40_10,RAL 360 40 10,"[49, 55, 40, 33]","[46, 57, 35, 31]",#715D65,"[113, 93, 101]"
795762,RAL_360_40_15,RAL 360 40 15,"[44, 60, 39, 33]","[43, 65, 37, 27]",#795762,"[121, 87, 98]"
825564,RAL_360_40_20,RAL 360 40 20,"[40, 64, 37, 31]","[45, 75, 42, 16]",#825564,"[130, 85, 100]"
894F63,RAL_360_40_25,RAL 360 40 25,"[35, 69, 34, 31]","[46, 83, 46, 7]",#894F63,"[137, 79, 99]"
924A64,RAL_360_40_30,RAL 360 40 30,"[29, 73, 30, 31]","[40, 88, 42, 9]",#924A64,"[146, 74, 100]"
984463,RAL_360_40_35,RAL 360 40 35,"[24, 76, 27, 31]","[36, 92, 40, 8]",#984463,"[152, 68, 99]"
A03D65,RAL_360_40_40,RAL 360 40 40,"[20, 81, 22, 28]","[32, 97, 34, 9]",#A03D65,"[160, 61, 101]"
A33862,RAL_360_40_45,RAL 360 40 45,"[16, 83, 23, 29]","[28, 100, 35, 11]",#A33862,"[163, 56, 98]"
AB2E62,RAL_360_40_50,RAL 360 40 50,"[11, 88, 19, 27]","[25, 100, 33, 7]",#AB2E62,"[171, 46, 98]"
84777C,RAL_360_50_05,RAL 360 50 05,"[44, 44, 36, 23]","[41, 43, 31, 22]",#84777C,"[132, 119, 124]"
8C737B,RAL_360_50_10,RAL 360 50 10,"[41, 48, 35, 23]","[37, 49, 30, 21]",#8C737B,"[140, 115, 123]"
946E7A,RAL_360_50_15,RAL 360 50 15,"[36, 53, 33, 22]","[34, 56, 30, 18]",#946E7A,"[148, 110, 122]"
9C6B7B,RAL_360_50_20,RAL 360 50 20,"[32, 57, 30, 21]","[32, 62, 30, 14]",#9C6B7B,"[156, 107, 123]"
A6677C,RAL_360_50_25,RAL 360 50 25,"[27, 62, 28, 20]","[30, 68, 31, 8]",#A6677C,"[166, 103, 124]"
AD627C,RAL_360_50_30,RAL 360 50 30,"[23, 65, 25, 19]","[29, 73, 31, 4]",#AD627C,"[173, 98, 124]"
B55C7C,RAL_360_50_35,RAL 360 50 35,"[18, 69, 22, 17]","[27, 78, 30, 1]",#B55C7C,"[181, 92, 124]"
BE587A,RAL_360_50_40,RAL 360 50 40,"[13, 73, 23, 16]","[22, 82, 30, 0]",#BE587A,"[190, 88, 122]"
C44F7B,RAL_360_50_45,RAL 360 50 45,"[10, 77, 18, 13]","[18, 87, 25, 0]",#C44F7B,"[196, 79, 123]"
C94979,RAL_360_50_50,RAL 360 50 50,"[8, 80, 19, 13]","[15, 91, 25, 0]",#C94979,"[201, 73, 121]"
9C9195,RAL_360_60_05,RAL 360 60 05,"[37, 36, 30, 14]","[34, 34, 25, 13]",#9C9195,"[156, 145, 149]"
A58C94,RAL_360_60_10,RAL 360 60 10,"[33, 42, 28, 14]","[30, 40, 24, 13]",#A58C94,"[165, 140, 148]"
AE8995,RAL_360_60_15,RAL 360 60 15,"[28, 45, 26, 13]","[25, 45, 22, 10]",#AE8995,"[174, 137, 149]"
B98696,RAL_360_60_20,RAL 360 60 20,"[23, 50, 24, 11]","[22, 50, 21, 7]",#B98696,"[185, 134, 150]"
C28096,RAL_360_60_25,RAL 360 60 25,"[19, 55, 21, 10]","[20, 56, 21, 4]",#C28096,"[194, 128, 150]"
B9ABB0,RAL_360_70_05,RAL 360 70 05,"[27, 29, 22, 7]","[25, 27, 18, 6]",#B9ABB0,"[185, 171, 176]"
C1A5AE,RAL_360_70_10,RAL 360 70 10,"[23, 35, 20, 6]","[20, 33, 17, 5]",#C1A5AE,"[193, 165, 174]"
CBA2AF,RAL_360_70_15,RAL 360 70 15,"[18, 39, 18, 6]","[16, 37, 15, 4]",#CBA2AF,"[203, 162, 175]"
D4C8CA,RAL_360_80_05,RAL 360 80 05,"[18, 20, 16, 2]","[16, 18, 13, 2]",#D4C8CA,"[212, 200, 202]"
DEC3C9,RAL_360_80_10,RAL 360 80 10,"[13, 26, 14, 2]","[11, 24, 11, 1]",#DEC3C9,"[222, 195, 201]"
F2E3E2,RAL_360_90_05,RAL 360 90 05,"[4, 13, 9, 0]","[5, 11, 7, 0]",#F2E3E2,"[242, 227, 226]"
F5E7EC,RAL_360_92_05,RAL 360 92 05,"[3, 11, 5, 0]","[4, 10, 4, 0]",#F5E7EC,"[245, 231, 236]"
