bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
F1E8BD,RAL_085_90_20,RAL 085 90 20,"[7, 6, 32, 0]","[6, 5, 27, 0]",#F1E8BD,"[241, 232, 189]"
F5E6A8,RAL_085_90_30,RAL 085 90 30,"[5, 7, 42, 0]","[5, 6, 37, 0]",#F5E6A8,"[245, 230, 168]"
514D2E,RAL_090_30_20,RAL 090 30 20,"[54, 45, 77, 54]","[60, 52, 85, 40]",#514D2E,"[81, 77, 46]"
666556,RAL_090_40_10,RAL 090 40 10,"[52, 43, 56, 38]","[53, 44, 55, 30]",#666556,"[102, 101, 86]"
676343,RAL_090_40_20,RAL 090 40 20,"[49, 40, 69, 41]","[58, 49, 79, 20]",#676343,"[103, 99, 67]"
6D6637,RAL_090_40_30,RAL 090 40 30,"[43, 36, 76, 44]","[55, 48, 91, 17]",#6D6637,"[109, 102, 55]"
7D7C6C,RAL_090_50_10,RAL 090 50 10,"[46, 37, 49, 26]","[42, 33, 45, 25]",#7D7C6C,"[125, 124, 108]"
807C5B,RAL_090_50_20,RAL 090 50 20,"[43, 35, 61, 29]","[44, 35, 63, 20]",#807C5B,"[128, 124, 91]"
857F48,RAL_090_50_30,RAL 090 50 30,"[38, 30, 72, 32]","[47, 38, 82, 9]",#857F48,"[133, 127, 72]"
857E38,RAL_090_50_40,RAL 090 50 40,"[34, 25, 79, 36]","[46, 36, 93, 9]",#857E38,"[133, 126, 56]"
959484,RAL_090_60_10,RAL 090 60 10,"[39, 31, 42, 16]","[36, 27, 38, 16]",#959484,"[149, 148, 132]"
9D9572,RAL_090_60_20,RAL 090 60 20,"[35, 29, 54, 19]","[33, 27, 52, 15]",#9D9572,"[157, 149, 114]"
9E9764,RAL_090_60_30,RAL 090 60 30,"[34, 26, 62, 20]","[37, 28, 65, 7]",#9E9764,"[158, 151, 100]"
9E974F,RAL_090_60_40,RAL 090 60 40,"[30, 22, 72, 24]","[40, 30, 81, 1]",#9E974F,"[158, 151, 79]"
A1993B,RAL_090_60_50,RAL 090 60 50,"[25, 18, 80, 27]","[37, 26, 92, 3]",#A1993B,"[161, 153, 59]"
A49B25,RAL_090_60_60,RAL 090 60 60,"[22, 13, 88, 30]","[35, 23, 98, 4]",#A49B25,"[164, 155, 37]"
B1AF9C,RAL_090_70_10,RAL 090 70 10,"[30, 23, 36, 9]","[27, 20, 32, 8]",#B1AF9C,"[177, 175, 156]"
B5AF88,RAL_090_70_20,RAL 090 70 20,"[28, 21, 48, 11]","[25, 19, 44, 8]",#B5AF88,"[181, 175, 136]"
BBB27B,RAL_090_70_30,RAL 090 70 30,"[25, 20, 55, 11]","[25, 19, 53, 5]",#BBB27B,"[187, 178, 123]"
BCB263,RAL_090_70_40,RAL 090 70 40,"[23, 16, 67, 14]","[28, 20, 69, 0]",#BCB263,"[188, 178, 99]"
BEB453,RAL_090_70_50,RAL 090 70 50,"[21, 14, 73, 15]","[27, 18, 77, 0]",#BEB453,"[190, 180, 83]"
C0B53C,RAL_090_70_60,RAL 090 70 60,"[19, 11, 82, 17]","[27, 16, 89, 0]",#C0B53C,"[192, 181, 60]"
C1B61D,RAL_090_70_70,RAL 090 70 70,"[16, 7, 91, 20]","[26, 13, 98, 0]",#C1B61D,"[193, 182, 29]"
C0B503,RAL_090_70_80,RAL 090 70 80,"[14, 6, 96, 21]","[25, 13, 100, 0]",#C0B503,"[192, 181, 3]"
CFCBB5,RAL_090_80_10,RAL 090 80 10,"[20, 15, 30, 4]","[18, 13, 26, 3]",#CFCBB5,"[207, 203, 181]"
D1CBA3,RAL_090_80_20,RAL 090 80 20,"[19, 14, 40, 4]","[17, 12, 36, 2]",#D1CBA3,"[209, 203, 163]"
D6CE93,RAL_090_80_30,RAL 090 80 30,"[17, 12, 48, 4]","[16, 11, 45, 1]",#D6CE93,"[214, 206, 147]"
DAD184,RAL_090_80_40,RAL 090 80 40,"[16, 10, 56, 4]","[16, 10, 54, 0]",#DAD184,"[218, 209, 132]"
DCD068,RAL_090_80_50,RAL 090 80 50,"[15, 9, 67, 4]","[15, 9, 67, 0]",#DCD068,"[220, 208, 104]"
DCCF4F,RAL_090_80_60,RAL 090 80 60,"[14, 7, 76, 6]","[16, 7, 78, 0]",#DCCF4F,"[220, 207, 79]"
DED23F,RAL_090_80_70,RAL 090 80 70,"[13, 5, 82, 6]","[15, 5, 84, 0]",#DED23F,"[222, 210, 63]"
DDD113,RAL_090_80_80,RAL 090 80 80,"[12, 3, 92, 8]","[15, 4, 96, 0]",#DDD113,"[221, 209, 19]"
E1D400,RAL_090_80_90,RAL 090 80 90,"[10, 2, 99, 7]","[13, 2, 99, 0]",#E1D400,"[225, 212, 0]"
EAE8DD,RAL_090_90_05,RAL 090 90 05,"[9, 7, 15, 0]","[9, 6, 12, 0]",#EAE8DD,"[234, 232, 221]"
EAE9D3,RAL_090_90_10,RAL 090 90 10,"[10, 5, 21, 0]","[9, 5, 17, 0]",#EAE9D3,"[234, 233, 211]"
EFEABE,RAL_090_90_20,RAL 090 90 20,"[8, 4, 32, 0]","[7, 4, 28, 0]",#EFEABE,"[239, 234, 190]"
F1EAAC,RAL_090_90_30,RAL 090 90 30,"[7, 3, 41, 0]","[7, 4, 36, 0]",#F1EAAC,"[241, 234, 172]"
666344,RAL_095_40_20,RAL 095 40 20,"[50, 41, 68, 41]","[58, 49, 77, 22]",#666344,"[102, 99, 68]"
646635,RAL_095_40_30,RAL 095 40 30,"[48, 34, 79, 45]","[59, 44, 93, 21]",#646635,"[100, 102, 53]"
7F7B5B,RAL_095_50_20,RAL 095 50 20,"[44, 35, 60, 29]","[44, 35, 61, 20]",#7F7B5B,"[127, 123, 91]"
7E7C49,RAL_095_50_30,RAL 095 50 30,"[42, 30, 72, 32]","[50, 38, 82, 10]",#7E7C49,"[126, 124, 73]"
838039,RAL_095_50_40,RAL 095 50 40,"[36, 24, 80, 36]","[48, 35, 94, 10]",#838039,"[131, 128, 57]"
7D8321,RAL_095_50_50,RAL 095 50 50,"[35, 14, 91, 40]","[47, 26, 100, 13]",#7D8321,"[125, 131, 33]"
979585,RAL_095_60_10,RAL 095 60 10,"[39, 31, 42, 16]","[35, 27, 38, 15]",#979585,"[151, 149, 133]"
969673,RAL_095_60_20,RAL 095 60 20,"[38, 27, 54, 18]","[36, 25, 52, 13]",#969673,"[150, 150, 115]"
98965D,RAL_095_60_30,RAL 095 60 30,"[35, 24, 65, 21]","[40, 29, 70, 5]",#98965D,"[152, 150, 93]"
9A994D,RAL_095_60_40,RAL 095 60 40,"[33, 20, 74, 24]","[42, 27, 82, 1]",#9A994D,"[154, 153, 77]"
989939,RAL_095_60_50,RAL 095 60 50,"[31, 15, 82, 27]","[41, 24, 94, 3]",#989939,"[152, 153, 57]"
969B20,RAL_095_60_60,RAL 095 60 60,"[30, 9, 92, 29]","[41, 19, 99, 4]",#969B20,"[150, 155, 32]"
949E03,RAL_095_60_70,RAL 095 60 70,"[33, 6, 100, 27]","[41, 16, 100, 2]",#949E03,"[148, 158, 3]"
B1AE9C,RAL_095_70_10,RAL 095 70 10,"[31, 23, 36, 9]","[27, 20, 32, 8]",#B1AE9C,"[177, 174, 156]"
B3B18C,RAL_095_70_20,RAL 095 70 20,"[29, 20, 46, 10]","[26, 18, 42, 7]",#B3B18C,"[179, 177, 140]"
B5B37A,RAL_095_70_30,RAL 095 70 30,"[28, 18, 56, 11]","[28, 17, 55, 4]",#B5B37A,"[181, 179, 122]"
B3B364,RAL_095_70_40,RAL 095 70 40,"[29, 14, 67, 13]","[32, 17, 69, 0]",#B3B364,"[179, 179, 100]"
B4B254,RAL_095_70_50,RAL 095 70 50,"[26, 12, 73, 15]","[31, 16, 78, 0]",#B4B254,"[180, 178, 84]"
B5B241,RAL_095_70_60,RAL 095 70 60,"[25, 10, 81, 17]","[31, 15, 87, 0]",#B5B241,"[181, 178, 65]"
B3B61E,RAL_095_70_70,RAL 095 70 70,"[26, 5, 93, 16]","[32, 10, 98, 0]",#B3B61E,"[179, 182, 30]"
CCCAB7,RAL_095_80_10,RAL 095 80 10,"[21, 15, 29, 4]","[19, 13, 24, 3]",#CCCAB7,"[204, 202, 183]"
D0CCA5,RAL_095_80_20,RAL 095 80 20,"[20, 13, 39, 3]","[18, 11, 35, 2]",#D0CCA5,"[208, 204, 165]"
D2CE93,RAL_095_80_30,RAL 095 80 30,"[20, 11, 49, 3]","[18, 10, 45, 1]",#D2CE93,"[210, 206, 147]"
D4D17E,RAL_095_80_40,RAL 095 80 40,"[19, 8, 59, 3]","[18, 8, 56, 0]",#D4D17E,"[212, 209, 126]"
D5D16D,RAL_095_80_50,RAL 095 80 50,"[19, 7, 67, 4]","[18, 7, 65, 0]",#D5D16D,"[213, 209, 109]"
D1CF59,RAL_095_80_60,RAL 095 80 60,"[20, 5, 74, 4]","[20, 5, 74, 0]",#D1CF59,"[209, 207, 89]"
CDCF39,RAL_095_80_70,RAL 095 80 70,"[24, 3, 85, 4]","[22, 3, 88, 0]",#CDCF39,"[205, 207, 57]"
CBCE20,RAL_095_80_80,RAL 095 80 80,"[24, 2, 91, 4]","[23, 2, 95, 0]",#CBCE20,"[203, 206, 32]"
E8E8D2,RAL_095_90_10,RAL 095 90 10,"[10, 5, 21, 0]","[9, 5, 17, 0]",#E8E8D2,"[232, 232, 210]"
ECE8BE,RAL_095_90_20,RAL 095 90 20,"[9, 5, 32, 0]","[9, 5, 27, 0]",#ECE8BE,"[236, 232, 190]"
ECEBA7,RAL_095_90_30,RAL 095 90 30,"[11, 1, 44, 0]","[9, 2, 39, 0]",#ECEBA7,"[236, 235, 167]"
EDEB94,RAL_095_90_40,RAL 095 90 40,"[11, 0, 52, 0]","[9, 1, 48, 0]",#EDEB94,"[237, 235, 148]"
F1EE84,RAL_095_90_50,RAL 095 90 50,"[9, 0, 60, 0]","[8, 0, 55, 0]",#F1EE84,"[241, 238, 132]"
F4F071,RAL_095_90_59,RAL 095 90 59,"[9, 0, 67, 0]","[7, 0, 64, 0]",#F4F071,"[244, 240, 113]"
373B34,RAL_100_20_05,RAL 100 20 05,"[68, 54, 62, 61]","[71, 53, 56, 62]",#373B34,"[55, 59, 52]"
4A4B45,RAL_100_30_05,RAL 100 30 05,"[62, 50, 57, 51]","[64, 51, 52, 48]",#4A4B45,"[74, 75, 69]"
4B4C3D,RAL_100_30_10,RAL 100 30 10,"[60, 48, 64, 51]","[64, 52, 65, 44]",#4B4C3D,"[75, 76, 61]"
4D5233,RAL_100_30_20,RAL 100 30 20,"[59, 42, 76, 52]","[66, 50, 87, 35]",#4D5233,"[77, 82, 51]"
60615B,RAL_100_40_05,RAL 100 40 05,"[56, 44, 50, 38]","[55, 44, 47, 35]",#60615B,"[96, 97, 91]"
646556,RAL_100_40_10,RAL 100 40 10,"[53, 42, 56, 37]","[54, 42, 56, 30]",#646556,"[100, 101, 86]"
626748,RAL_100_40_20,RAL 100 40 20,"[54, 38, 68, 40]","[62, 45, 76, 19]",#626748,"[98, 103, 72]"
616735,RAL_100_40_30,RAL 100 40 30,"[50, 32, 79, 44]","[60, 43, 93, 19]",#616735,"[97, 103, 53]"
5F6A22,RAL_100_40_40,RAL 100 40 40,"[46, 20, 91, 50]","[57, 33, 100, 25]",#5F6A22,"[95, 106, 34]"
787A73,RAL_100_50_05,RAL 100 50 05,"[48, 38, 43, 26]","[45, 35, 38, 25]",#787A73,"[120, 122, 115]"
7B7B69,RAL_100_50_10,RAL 100 50 10,"[47, 36, 51, 27]","[43, 33, 47, 25]",#7B7B69,"[123, 123, 105]"
7B7F5B,RAL_100_50_20,RAL 100 50 20,"[46, 31, 62, 27]","[48, 32, 64, 18]",#7B7F5B,"[123, 127, 91]"
7A804C,RAL_100_50_30,RAL 100 50 30,"[45, 28, 71, 30]","[51, 34, 79, 10]",#7A804C,"[122, 128, 76]"
798237,RAL_100_50_40,RAL 100 50 40,"[42, 20, 82, 35]","[52, 31, 95, 9]",#798237,"[121, 130, 55]"
738423,RAL_100_50_50,RAL 100 50 50,"[44, 12, 93, 38]","[53, 24, 99, 11]",#738423,"[115, 132, 35]"
94958C,RAL_100_60_05,RAL 100 60 05,"[40, 31, 38, 16]","[37, 27, 33, 15]",#94958C,"[148, 149, 140]"
959583,RAL_100_60_10,RAL 100 60 10,"[40, 29, 44, 16]","[36, 26, 40, 15]",#959583,"[149, 149, 131]"
959974,RAL_100_60_20,RAL 100 60 20,"[40, 25, 54, 17]","[38, 23, 52, 12]",#959974,"[149, 153, 116]"
929960,RAL_100_60_30,RAL 100 60 30,"[40, 21, 65, 19]","[43, 25, 69, 4]",#929960,"[146, 153, 96]"
969C52,RAL_100_60_40,RAL 100 60 40,"[38, 18, 73, 21]","[44, 24, 79, 1]",#969C52,"[150, 156, 82]"
919E3F,RAL_100_60_50,RAL 100 60 50,"[38, 12, 82, 22]","[45, 20, 91, 2]",#919E3F,"[145, 158, 63]"
889F1D,RAL_100_60_60,RAL 100 60 60,"[43, 6, 96, 24]","[48, 15, 100, 2]",#889F1D,"[136, 159, 29]"
AFB0A7,RAL_100_70_05,RAL 100 70 05,"[32, 23, 31, 8]","[29, 20, 26, 7]",#AFB0A7,"[175, 176, 167]"
AFB09D,RAL_100_70_10,RAL 100 70 10,"[31, 22, 36, 8]","[28, 20, 32, 7]",#AFB09D,"[175, 176, 157]"
AFB38B,RAL_100_70_20,RAL 100 70 20,"[32, 18, 48, 9]","[30, 16, 45, 7]",#AFB38B,"[175, 179, 139]"
ADB479,RAL_100_70_30,RAL 100 70 30,"[33, 15, 58, 9]","[33, 15, 56, 4]",#ADB479,"[173, 180, 121]"
B0B76A,RAL_100_70_40,RAL 100 70 40,"[32, 11, 66, 9]","[33, 14, 67, 0]",#B0B76A,"[176, 183, 106]"
ADB655,RAL_100_70_50,RAL 100 70 50,"[33, 9, 75, 11]","[34, 12, 77, 0]",#ADB655,"[173, 182, 85]"
ABB840,RAL_100_70_60,RAL 100 70 60,"[34, 6, 84, 11]","[36, 9, 89, 0]",#ABB840,"[171, 184, 64]"
C8CBBF,RAL_100_80_05,RAL 100 80 05,"[24, 14, 25, 3]","[21, 13, 21, 2]",#C8CBBF,"[200, 203, 191]"
CBCCB4,RAL_100_80_10,RAL 100 80 10,"[22, 13, 31, 3]","[20, 12, 27, 2]",#CBCCB4,"[203, 204, 180]"
CACEA3,RAL_100_80_20,RAL 100 80 20,"[24, 11, 41, 2]","[21, 10, 37, 2]",#CACEA3,"[202, 206, 163]"
CCD092,RAL_100_80_30,RAL 100 80 30,"[24, 9, 50, 2]","[22, 8, 47, 1]",#CCD092,"[204, 208, 146]"
C9D07F,RAL_100_80_40,RAL 100 80 40,"[25, 6, 59, 2]","[23, 5, 56, 0]",#C9D07F,"[201, 208, 127]"
CBD36E,RAL_100_80_50,RAL 100 80 50,"[25, 4, 67, 0]","[23, 4, 65, 0]",#CBD36E,"[203, 211, 110]"
C7D754,RAL_100_80_60,RAL 100 80 60,"[29, 0, 78, 0]","[25, 0, 77, 0]",#C7D754,"[199, 215, 84]"
C5D841,RAL_100_80_70,RAL 100 80 70,"[31, 0, 85, 0]","[25, 0, 85, 0]",#C5D841,"[197, 216, 65]"
BFD919,RAL_100_80_80,RAL 100 80 80,"[35, 0, 97, 0]","[28, 0, 96, 0]",#BFD919,"[191, 217, 25]"
E6E6DB,RAL_100_90_05,RAL 100 90 05,"[11, 7, 15, 0]","[10, 6, 13, 0]",#E6E6DB,"[230, 230, 219]"
E7E9D2,RAL_100_90_10,RAL 100 90 10,"[11, 4, 21, 0]","[10, 4, 18, 0]",#E7E9D2,"[231, 233, 210]"
E9ECBE,RAL_100_90_20,RAL 100 90 20,"[11, 1, 33, 0]","[10, 2, 28, 0]",#E9ECBE,"[233, 236, 190]"
E9EEAD,RAL_100_90_30,RAL 100 90 30,"[13, 0, 42, 0]","[10, 0, 37, 0]",#E9EEAD,"[233, 238, 173]"
E8F097,RAL_100_90_40,RAL 100 90 40,"[14, 0, 53, 0]","[11, 0, 47, 0]",#E8F097,"[232, 240, 151]"
E5EE83,RAL_100_90_50,RAL 100 90 50,"[16, 0, 61, 0]","[13, 0, 56, 0]",#E5EE83,"[229, 238, 131]"
343A2E,RAL_110_20_10,RAL 110 20 10,"[69, 52, 68, 63]","[73, 50, 64, 62]",#343A2E,"[52, 58, 46]"
445133,RAL_110_30_20,RAL 110 30 20,"[64, 40, 76, 53]","[72, 49, 86, 35]",#445133,"[68, 81, 51]"
606657,RAL_110_40_10,RAL 110 40 10,"[55, 41, 56, 37]","[57, 41, 55, 30]",#606657,"[96, 102, 87]"
5D6747,RAL_110_40_20,RAL 110 40 20,"[56, 36, 69, 40]","[64, 44, 78, 20]",#5D6747,"[93, 103, 71]"
576A37,RAL_110_40_30,RAL 110 40 30,"[57, 27, 81, 42]","[67, 39, 94, 17]",#576A37,"[87, 106, 55]"
546D28,RAL_110_40_40,RAL 110 40 40,"[56, 18, 90, 46]","[65, 31, 98, 21]",#546D28,"[84, 109, 40]"
777C6B,RAL_110_50_10,RAL 110 50 10,"[49, 35, 50, 26]","[46, 31, 47, 25]",#777C6B,"[119, 124, 107]"
73805E,RAL_110_50_20,RAL 110 50 20,"[51, 30, 61, 27]","[52, 30, 62, 18]",#73805E,"[115, 128, 94]"
73824E,RAL_110_50_30,RAL 110 50 30,"[50, 25, 71, 28]","[56, 33, 80, 8]",#73824E,"[115, 130, 78]"
6B853C,RAL_110_50_40,RAL 110 50 40,"[53, 17, 82, 31]","[60, 27, 94, 6]",#6B853C,"[107, 133, 60]"
608623,RAL_110_50_50,RAL 110 50 50,"[56, 8, 96, 33]","[62, 20, 99, 7]",#608623,"[96, 134, 35]"
5F8B18,RAL_110_50_55,RAL 110 50 55,"[57, 6, 100, 29]","[61, 17, 100, 5]",#5F8B18,"[95, 139, 24]"
8F9784,RAL_110_60_10,RAL 110 60 10,"[43, 27, 44, 16]","[40, 24, 40, 15]",#8F9784,"[143, 151, 132]"
8D9C78,RAL_110_60_20,RAL 110 60 20,"[45, 22, 54, 15]","[43, 20, 51, 11]",#8D9C78,"[141, 156, 120]"
8E9D67,RAL_110_60_30,RAL 110 60 30,"[44, 19, 63, 16]","[45, 21, 65, 4]",#8E9D67,"[142, 157, 103]"
879E57,RAL_110_60_40,RAL 110 60 40,"[47, 14, 73, 17]","[50, 20, 78, 0]",#879E57,"[135, 158, 87]"
7EA342,RAL_110_60_50,RAL 110 60 50,"[51, 8, 84, 16]","[54, 13, 91, 0]",#7EA342,"[126, 163, 66]"
76A625,RAL_110_60_60,RAL 110 60 60,"[55, 3, 98, 13]","[55, 6, 100, 0]",#76A625,"[118, 166, 37]"
75A815,RAL_110_60_65,RAL 110 60 65,"[55, 2, 100, 11]","[54, 4, 100, 0]",#75A815,"[117, 168, 21]"
ABB19E,RAL_110_70_10,RAL 110 70 10,"[34, 20, 36, 8]","[31, 18, 32, 7]",#ABB19E,"[171, 177, 158]"
A7B38D,RAL_110_70_20,RAL 110 70 20,"[36, 16, 47, 8]","[33, 15, 44, 5]",#A7B38D,"[167, 179, 141]"
A2B47C,RAL_110_70_30,RAL 110 70 30,"[39, 13, 57, 8]","[37, 13, 55, 2]",#A2B47C,"[162, 180, 124]"
9FB86B,RAL_110_70_40,RAL 110 70 40,"[42, 8, 67, 6]","[40, 9, 67, 0]",#9FB86B,"[159, 184, 107]"
9BBA57,RAL_110_70_50,RAL 110 70 50,"[44, 5, 76, 5]","[42, 5, 78, 0]",#9BBA57,"[155, 186, 87]"
91BC42,RAL_110_70_60,RAL 110 70 60,"[49, 2, 87, 2]","[45, 1, 89, 0]",#91BC42,"[145, 188, 66]"
86BD23,RAL_110_70_70,RAL 110 70 70,"[54, 0, 98, 0]","[49, 0, 97, 0]",#86BD23,"[134, 189, 35]"
84BF04,RAL_110_70_77,RAL 110 70 77,"[53, 0, 100, 0]","[47, 0, 98, 0]",#84BF04,"[132, 191, 4]"
C4CBB6,RAL_110_80_10,RAL 110 80 10,"[26, 12, 30, 2]","[23, 11, 26, 2]",#C4CBB6,"[196, 203, 182]"
C0D2A4,RAL_110_80_20,RAL 110 80 20,"[30, 5, 43, 0]","[26, 5, 39, 0]",#C0D2A4,"[192, 210, 164]"
C0D194,RAL_110_80_30,RAL 110 80 30,"[30, 5, 51, 0]","[27, 5, 46, 0]",#C0D194,"[192, 209, 148]"
B9D583,RAL_110_80_40,RAL 110 80 40,"[34, 0, 60, 0]","[30, 1, 56, 0]",#B9D583,"[185, 213, 131]"
B9D871,RAL_110_80_50,RAL 110 80 50,"[35, 0, 68, 0]","[30, 0, 64, 0]",#B9D871,"[185, 216, 113]"
B2DC5F,RAL_110_80_60,RAL 110 80 60,"[39, 0, 76, 0]","[33, 0, 73, 0]",#B2DC5F,"[178, 220, 95]"
ABDC45,RAL_110_80_70,RAL 110 80 70,"[43, 0, 87, 0]","[36, 0, 84, 0]",#ABDC45,"[171, 220, 69]"
E4E7DD,RAL_110_90_05,RAL 110 90 05,"[12, 5, 15, 0]","[11, 5, 12, 0]",#E4E7DD,"[228, 231, 221]"
E0EAD2,RAL_110_90_10,RAL 110 90 10,"[14, 2, 22, 0]","[13, 3, 18, 0]",#E0EAD2,"[224, 234, 210]"
DCEDBE,RAL_110_90_20,RAL 110 90 20,"[17, 0, 34, 0]","[15, 0, 29, 0]",#DCEDBE,"[220, 237, 190]"
DCEEAC,RAL_110_90_30,RAL 110 90 30,"[19, 0, 43, 0]","[16, 0, 38, 0]",#DCEEAC,"[220, 238, 172]"
D7F0A3,RAL_110_90_35,RAL 110 90 35,"[22, 0, 47, 0]","[18, 0, 42, 0]",#D7F0A3,"[215, 240, 163]"
DAF29B,RAL_110_90_40,RAL 110 90 40,"[21, 0, 51, 0]","[17, 0, 45, 0]",#DAF29B,"[218, 242, 155]"
E8ECE1,RAL_110_92_05,RAL 110 92 05,"[10, 4, 13, 0]","[9, 4, 11, 0]",#E8ECE1,"[232, 236, 225]"
464B44,RAL_120_30_05,RAL 120 30 05,"[64, 49, 58, 51]","[67, 49, 54, 48]",#464B44,"[70, 75, 68]"
485043,RAL_120_30_10,RAL 120 30 10,"[63, 45, 61, 49]","[68, 47, 62, 43]",#485043,"[72, 80, 67]"
425438,RAL_120_30_20,RAL 120 30 20,"[66, 39, 73, 51]","[75, 49, 84, 32]",#425438,"[66, 84, 56]"
5D635C,RAL_120_40_05,RAL 120 40 05,"[57, 43, 51, 38]","[58, 42, 47, 35]",#5D635C,"[93, 99, 92]"
5E6656,RAL_120_40_10,RAL 120 40 10,"[56, 40, 56, 37]","[59, 40, 56, 30]",#5E6656,"[94, 102, 86]"
56684A,RAL_120_40_20,RAL 120 40 20,"[60, 34, 67, 38]","[67, 41, 75, 20]",#56684A,"[86, 104, 74]"
506B3C,RAL_120_40_30,RAL 120 40 30,"[62, 27, 79, 40]","[72, 38, 91, 15]",#506B3C,"[80, 107, 60]"
427029,RAL_120_40_40,RAL 120 40 40,"[66, 14, 93, 42]","[73, 27, 99, 18]",#427029,"[66, 112, 41]"
777B73,RAL_120_50_05,RAL 120 50 05,"[49, 37, 44, 26]","[46, 34, 39, 25]",#777B73,"[119, 123, 115]"
737D6D,RAL_120_50_10,RAL 120 50 10,"[51, 34, 50, 26]","[49, 29, 46, 24]",#737D6D,"[115, 125, 109]"
6F835F,RAL_120_50_20,RAL 120 50 20,"[53, 27, 62, 25]","[55, 29, 64, 15]",#6F835F,"[111, 131, 95]"
67854F,RAL_120_50_30,RAL 120 50 30,"[56, 22, 73, 26]","[63, 29, 80, 4]",#67854F,"[103, 133, 79]"
5A873D,RAL_120_50_40,RAL 120 50 40,"[61, 13, 85, 27]","[68, 22, 95, 4]",#5A873D,"[90, 135, 61]"
548930,RAL_120_50_50,RAL 120 50 50,"[63, 8, 93, 29]","[69, 19, 98, 5]",#548930,"[84, 137, 48]"
929890,RAL_120_60_05,RAL 120 60 05,"[42, 28, 37, 15]","[39, 25, 32, 13]",#929890,"[146, 152, 144]"
8C9786,RAL_120_60_10,RAL 120 60 10,"[44, 27, 43, 16]","[41, 23, 39, 14]",#8C9786,"[140, 151, 134]"
869A77,RAL_120_60_20,RAL 120 60 20,"[47, 21, 54, 15]","[46, 20, 52, 10]",#869A77,"[134, 154, 119]"
819F68,RAL_120_60_30,RAL 120 60 30,"[51, 16, 65, 14]","[51, 18, 66, 3]",#819F68,"[129, 159, 104]"
79A259,RAL_120_60_40,RAL 120 60 40,"[55, 11, 75, 13]","[56, 15, 78, 0]",#79A259,"[121, 162, 89]"
70A548,RAL_120_60_50,RAL 120 60 50,"[58, 6, 84, 11]","[59, 8, 88, 0]",#70A548,"[112, 165, 72]"
62A734,RAL_120_60_60,RAL 120 60 60,"[63, 2, 95, 8]","[62, 2, 98, 0]",#62A734,"[98, 167, 52]"
5CA82B,RAL_120_60_63,RAL 120 60 63,"[65, 2, 100, 6]","[63, 0, 100, 0]",#5CA82B,"[92, 168, 43]"
A9B0A7,RAL_120_70_05,RAL 120 70 05,"[35, 22, 31, 8]","[32, 19, 26, 7]",#A9B0A7,"[169, 176, 167]"
A6B19D,RAL_120_70_10,RAL 120 70 10,"[36, 19, 38, 8]","[33, 16, 33, 7]",#A6B19D,"[166, 177, 157]"
A1B58F,RAL_120_70_20,RAL 120 70 20,"[40, 14, 48, 7]","[37, 13, 44, 4]",#A1B58F,"[161, 181, 143]"
99BA81,RAL_120_70_30,RAL 120 70 30,"[44, 8, 57, 4]","[42, 8, 55, 1]",#99BA81,"[153, 186, 129]"
92BE70,RAL_120_70_40,RAL 120 70 40,"[49, 4, 67, 1]","[45, 3, 65, 0]",#92BE70,"[146, 190, 112]"
89C05F,RAL_120_70_50,RAL 120 70 50,"[53, 0, 76, 0]","[48, 0, 75, 0]",#89C05F,"[137, 192, 95]"
80C24F,RAL_120_70_60,RAL 120 70 60,"[56, 0, 84, 0]","[51, 0, 83, 0]",#80C24F,"[128, 194, 79]"
75C138,RAL_120_70_70,RAL 120 70 70,"[60, 0, 95, 0]","[54, 0, 92, 0]",#75C138,"[117, 193, 56]"
6AC127,RAL_120_70_75,RAL 120 70 75,"[62, 0, 99, 0]","[57, 0, 97, 0]",#6AC127,"[106, 193, 39]"
C6CCC1,RAL_120_80_05,RAL 120 80 05,"[24, 13, 24, 3]","[22, 12, 20, 2]",#C6CCC1,"[198, 204, 193]"
C1CDB7,RAL_120_80_10,RAL 120 80 10,"[28, 10, 31, 2]","[25, 9, 27, 2]",#C1CDB7,"[193, 205, 183]"
BBD2AB,RAL_120_80_20,RAL 120 80 20,"[32, 5, 40, 0]","[28, 4, 35, 0]",#BBD2AB,"[187, 210, 171]"
B3D598,RAL_120_80_30,RAL 120 80 30,"[36, 0, 50, 0]","[32, 1, 45, 0]",#B3D598,"[179, 213, 152]"
ABD788,RAL_120_80_40,RAL 120 80 40,"[40, 0, 58, 0]","[35, 0, 54, 0]",#ABD788,"[171, 215, 136]"
A1DC76,RAL_120_80_50,RAL 120 80 50,"[45, 0, 68, 0]","[38, 0, 63, 0]",#A1DC76,"[161, 220, 118]"
98DF67,RAL_120_80_60,RAL 120 80 60,"[49, 0, 75, 0]","[41, 0, 69, 0]",#98DF67,"[152, 223, 103]"
DFE5DA,RAL_120_90_05,RAL 120 90 05,"[14, 5, 16, 0]","[13, 5, 13, 0]",#DFE5DA,"[223, 229, 218]"
E1EBD4,RAL_120_90_10,RAL 120 90 10,"[14, 1, 20, 0]","[12, 2, 17, 0]",#E1EBD4,"[225, 235, 212]"
D8EEC2,RAL_120_90_20,RAL 120 90 20,"[20, 0, 32, 0]","[17, 0, 27, 0]",#D8EEC2,"[216, 238, 194]"
D0F3B1,RAL_120_90_30,RAL 120 90 30,"[24, 0, 41, 0]","[20, 0, 36, 0]",#D0F3B1,"[208, 243, 177]"
