bgcolor,name,value1,value2,value3,value4,hex,r,g,b
005998,NCS S 3060-R90B,100,60,0,15,#005998,0,89,152
005592,NCS S 3065-R90B,100,60,0,20,#005592,0,85,146
004C85,NCS S 3560-R90B,100,60,0,30,#004C85,0,76,133
6D7C87,NCS S 4010-R90B,25,5,0,52,#6D7C87,109,124,135
5C7384,NCS S 4020-R90B,40,12,0,50,#5C7384,92,115,132
406C87,NCS S 4030-R90B,60,17,0,45,#406C87,64,108,135
1C5882,NCS S 4040-R90B,80,40,0,40,#1C5882,28,88,130
004378,NCS S 4050-R90B,100,60,0,40,#004378,0,67,120
003C69,NCS S 4550-R90B,100,55,0,52,#003C69,0,60,105
606D76,NCS S 5010-R90B,25,5,0,60,#606D76,96,109,118
466070,NCS S 5020-R90B,45,10,0,60,#466070,70,96,112
003A69,NCS S 5040-R90B,100,60,0,50,#003A69,0,58,105
003A69,NCS S 5040-R90B,100,60,0,50,#003A69,0,58,105
00305A,NCS S 5540-R90B,100,60,0,60,#00305A,0,48,90
47555D,NCS S 6010-R90B,30,5,0,70,#47555D,71,85,93
294C5E,NCS S 6020-R90B,60,15,0,67,#294C5E,41,76,94
003351,NCS S 6030-R90B,92,40,0,70,#003351,0,51,81
2D3B45,NCS S 7010-R90B,40,10,0,80,#2D3B45,45,59,69
001829,NCS S 7020-R90B,90,30,0,90,#001829,0,24,41
00070D,NCS S 8010-R90B,100,20,0,98,#00070D,0,7,13
F7FCFB,NCS S 0505-B,5,0,2,0,#F7FCFB,247,252,251
F4FBFB,NCS S 0507-B,7,0,2,0,#F4FBFB,244,251,251
EBF8FB,NCS S 0510-B,12,0,2,0,#EBF8FB,235,248,251
E2F5FB,NCS S 0515-B,17,0,2,0,#E2F5FB,226,245,251
D8F1F9,NCS S 0520-B,22,0,2,0,#D8F1F9,216,241,249
C2E8F4,NCS S 0530-B,32,0,2,0,#C2E8F4,194,232,244
A2DDEE,NCS S 0540-B,45,0,2,0,#A2DDEE,162,221,238
E1E7E9,NCS S 1005-B,5,0,1,10,#E1E7E9,225,231,233
D4E2E7,NCS S 1010-B,12,0,1,10,#D4E2E7,212,226,231
CADFE7,NCS S 1015-B,18,0,1,10,#CADFE7,202,223,231
BDDAE5,NCS S 1020-B,25,0,1,10,#BDDAE5,189,218,229
9DCEDF,NCS S 1030-B,40,0,1,10,#9DCEDF,157,206,223
7FC3D8,NCS S 1040-B,52,0,2,10,#7FC3D8,127,195,216
47B0CF,NCS S 1050-B,70,0,1,10,#47B0CF,71,176,207
07A6CB,NCS S 1060-B,80,0,0,10,#07A6CB,7,166,203
D7E4E8,NCS S 1510-B,11,0,1,10,#D7E4E8,215,228,232
D0E1E8,NCS S 1515-B,15,0,1,10,#D0E1E8,208,225,232
0087B2,NCS S 1565-B,95,5,0,20,#0087B2,0,135,178
BAC4C8,NCS S 2005-B,10,0,1,25,#BAC4C8,186,196,200
ABC0C8,NCS S 2010-B,20,0,1,24,#ABC0C8,171,192,200
97B8C4,NCS S 2020-B,31,0,1,24,#97B8C4,151,184,196
74A9BC,NCS S 2030-B,47,0,0,25,#74A9BC,116,169,188
579EB8,NCS S 2040-B,60,3,0,24,#579EB8,87,158,184
008BAE,NCS S 2050-B,80,4,0,25,#008BAE,0,139,174
0082AA,NCS S 2060-B,90,8,0,25,#0082AA,0,130,170
0074A2,NCS S 2065-B,100,20,0,25,#0074A2,0,116,162
889AA2,NCS S 3010-B,20,0,0,42,#889AA2,136,154,162
6C90A0,NCS S 3020-B,40,2,0,40,#6C90A0,108,144,160
54859A,NCS S 3030-B,52,4,0,40,#54859A,84,133,154
257A96,NCS S 3040-B,72,4,0,40,#257A96,37,122,150
007192,NCS S 3050-B,83,10,0,40,#007192,0,113,146
005D84,NCS S 3060-B,100,20,0,45,#005D84,0,93,132
547687,NCS S 4020-B,45,5,0,50,#547687,84,118,135
366573,NCS S 4030-B,58,0,5,58,#366573,54,101,115
00607C,NCS S 4040-B,80,10,0,52,#00607C,0,96,124
005676,NCS S 4050-B,100,10,0,55,#005676,0,86,118
005271,NCS S 4055-B,100,10,0,58,#005271,0,82,113
00465F,NCS S 4550-B,100,4,0,68,#00465F,0,70,95
466774,NCS S 5020-B,45,0,0,60,#466774,70,103,116
1C546A,NCS S 5030-B,70,10,0,62,#1C546A,28,84,106
00475F,NCS S 5040-B,90,5,0,68,#00475F,0,71,95
002D40,NCS S 5540-B,100,5,0,80,#002D40,0,45,64
1D3F4B,NCS S 6020-B,58,0,0,78,#1D3F4B,29,63,75
002E42,NCS S 6030-B,90,10,0,80,#002E42,0,46,66
001A28,NCS S 7020-B,100,15,0,90,#001A28,0,26,40
E9F9F9,NCS S 0510-B10G,14,0,5,0,#E9F9F9,233,249,249
D3F2F7,NCS S 0520-B10G,25,0,6,0,#D3F2F7,211,242,247
B4E6F0,NCS S 0530-B10G,39,0,6,0,#B4E6F0,180,230,240
97DCE8,NCS S 0540-B10G,50,0,9,0,#97DCE8,151,220,232
D4E7E8,NCS S 1010-B10G,15,0,5,8,#D4E7E8,212,231,232
BCEBF0,NCS S 1020-B10G,36,0,10,0,#BCEBF0,188,235,240
9DDFE9,NCS S 1030-B10G,48,0,10,0,#9DDFE9,157,223,233
80D6DF,NCS S 1040-B10G,58,0,15,0,#80D6DF,128,214,223
45C3D4,NCS S 1050-B10G,73,0,15,0,#45C3D4,69,195,212
00A6BA,NCS S 1555-B10G,83,0,17,10,#00A6BA,0,166,186
AAC0C4,NCS S 2010-B10G,20,0,5,24,#AAC0C4,170,192,196
90C1C8,NCS S 2020-B10G,41,0,10,17,#90C1C8,144,193,200
78BAC6,NCS S 2030-B10G,52,0,10,15,#78BAC6,120,186,198
53A7B5,NCS S 2040-B10G,63,0,12,20,#53A7B5,83,167,181
0098AC,NCS S 2050-B10G,80,0,15,20,#0098AC,0,152,172
0091A4,NCS S 2055-B10G,90,0,20,20,#0091A4,0,145,164
869799,NCS S 3010-B10G,20,0,7,43,#869799,134,151,153
6E9CA4,NCS S 3020-B10G,45,0,10,33,#6E9CA4,110,156,164
508E99,NCS S 3030-B10G,58,0,13,35,#508E99,80,142,153
248291,NCS S 3040-B10G,73,0,15,37,#248291,36,130,145
007288,NCS S 3050-B10G,90,0,15,42,#007288,0,114,136
00677F,NCS S 3060-B10G,100,0,15,47,#00677F,0,103,127
717F82,NCS S 4010-B10G,20,0,5,54,#717F82,113,127,130
587B82,NCS S 4020-B10G,43,0,10,50,#587B82,88,123,130
3B727E,NCS S 4030-B10G,60,0,11,50,#3B727E,59,114,126
006372,NCS S 4040-B10G,80,0,15,55,#006372,0,99,114
00556A,NCS S 4050-B10G,100,0,15,60,#00556A,0,85,106
5A6E70,NCS S 5010-B10G,30,0,10,60,#5A6E70,90,110,112
436971,NCS S 5020-B10G,50,0,10,58,#436971,67,105,113
1C5E6D,NCS S 5030-B10G,70,0,10,60,#1C5E6D,28,94,109
004655,NCS S 5040-B10G,92,0,15,70,#004655,0,70,85
004452,NCS S 5045-B10G,100,0,18,70,#004452,0,68,82
003A46,NCS S 5540-B10G,100,0,20,75,#003A46,0,58,70
485D60,NCS S 6010-B10G,35,0,10,67,#485D60,72,93,96
234A53,NCS S 6020-B10G,60,0,10,72,#234A53,35,74,83
003140,NCS S 6030-B10G,90,0,10,80,#003140,0,49,64
27393B,NCS S 7010-B10G,40,0,10,83,#27393B,39,57,59
002832,NCS S 7020-B10G,81,0,11,85,#002832,0,40,50
001318,NCS S 8010-B10G,100,0,10,98,#001318,0,19,24
F3FCF6,NCS S 0505-B20G,7,0,5,0,#F3FCF6,243,252,246
F2FBF6,NCS S 0507-B20G,8,0,5,0,#F2FBF6,242,251,246
DFF7F7,NCS S 0515-B20G,20,0,8,0,#DFF7F7,223,247,247
E8FAF9,NCS S 0907-B20G,15,0,6,0,#E8FAF9,232,250,249
DFEBE8,NCS S 1005-B20G,10,0,5,7,#DFEBE8,223,235,232
CEF2F2,NCS S 1015-B20G,28,0,10,0,#CEF2F2,206,242,242
7AD5DB,NCS S 1040-B20G,60,0,18,0,#7AD5DB,122,213,219
BDDCDD,NCS S 1510-B20G,25,0,9,10,#BDDCDD,189,220,221
BDDCDD,NCS S 1510-B20G,25,0,9,10,#BDDCDD,189,220,221
B4D9DB,NCS S 1515-B20G,30,0,10,10,#B4D9DB,180,217,219
B9C4C3,NCS S 2005-B20G,10,0,5,25,#B9C4C3,185,196,195
4AB6BA,NCS S 2040-B20G,70,0,25,10,#4AB6BA,74,182,186
00A8AD,NCS S 2050-B20G,83,0,30,10,#00A8AD,0,168,173
008993,NCS S 2555-B20G,93,0,30,25,#008993,0,137,147
97A4A1,NCS S 3005-B20G,15,0,10,38,#97A4A1,151,164,161
008690,NCS S 3040-B20G,80,0,24,32,#008690,0,134,144
00828B,NCS S 3050-B20G,85,0,28,33,#00828B,0,130,139
007278,NCS S 3060-B20G,100,0,37,40,#007278,0,114,120
808B88,NCS S 4005-B20G,15,0,10,50,#808B88,128,139,136
006B70,NCS S 4040-B20G,80,0,29,50,#006B70,0,107,112
006165,NCS S 4050-B20G,100,0,38,52,#006165,0,97,101
00575D,NCS S 4550-B20G,100,0,35,60,#00575D,0,87,93
6F7977,NCS S 5005-B20G,15,0,10,58,#6F7977,111,121,119
00575C,NCS S 5040-B20G,95,0,35,60,#00575C,0,87,92
004447,NCS S 5540-B20G,100,0,38,70,#004447,0,68,71
55605F,NCS S 6005-B20G,20,0,10,68,#55605F,85,96,95
313D3E,NCS S 7005-B20G,30,0,10,82,#313D3E,49,61,62
192426,NCS S 8005-B20G,35,0,10,92,#192426,25,36,38
011014,NCS S 8505-B20G,50,0,10,100,#011014,1,16,20
E7FAF6,NCS S 0510-B30G,15,0,8,0,#E7FAF6,231,250,246
D9F6F3,NCS S 0520-B30G,23,0,11,0,#D9F6F3,217,246,243
BEEEEC,NCS S 0530-B30G,36,0,15,0,#BEEEEC,190,238,236
A2E5E2,NCS S 0540-B30G,47,0,20,0,#A2E5E2,162,229,226
DAF5F4,NCS S 1010-B30G,22,0,9,0,#DAF5F4,218,245,244
BEEEEC,NCS S 1020-B30G,36,0,15,0,#BEEEEC,190,238,236
9BE2E0,NCS S 1030-B30G,50,0,20,0,#9BE2E0,155,226,224
88DDD7,NCS S 1040-B30G,56,0,25,0,#88DDD7,136,221,215
43C6C6,NCS S 1050-B30G,74,0,29,0,#43C6C6,67,198,198
A8C5C5,NCS S 2010-B30G,25,0,10,20,#A8C5C5,168,197,197
9FD3D0,NCS S 2020-B30G,40,0,17,10,#9FD3D0,159,211,208
7BD9D3,NCS S 2030-B30G,60,0,27,0,#7BD9D3,123,217,211
4FC5BE,NCS S 2040-B30G,70,0,32,3,#4FC5BE,79,197,190
00B8B4,NCS S 2050-B30G,85,0,37,0,#00B8B4,0,184,180
00908E,NCS S 2555-B30G,92,0,40,20,#00908E,0,144,142
86A2A3,NCS S 3010-B30G,30,0,12,35,#86A2A3,134,162,163
72A1A4,NCS S 3020-B30G,45,0,16,30,#72A1A4,114,161,164
549B97,NCS S 3030-B30G,60,0,28,27,#549B97,84,155,151
00908E,NCS S 3040-B30G,80,0,35,25,#00908E,0,144,142
008383,NCS S 3050-B30G,90,0,38,30,#008383,0,131,131
00787B,NCS S 3060-B30G,100,0,40,35,#00787B,0,120,123
708481,NCS S 4010-B30G,27,0,15,50,#708481,112,132,129
54807C,NCS S 4020-B30G,50,0,25,45,#54807C,84,128,124
357875,NCS S 4030-B30G,65,0,30,45,#357875,53,120,117
007371,NCS S 4040-B30G,80,0,36,45,#007371,0,115,113
006465,NCS S 4050-B30G,100,0,42,50,#006465,0,100,101
005658,NCS S 4550-B30G,100,0,40,60,#005658,0,86,88
5A6D6C,NCS S 5010-B30G,30,0,15,60,#5A6D6C,90,109,108
436865,NCS S 5020-B30G,50,0,25,58,#436865,67,104,101
1F6262,NCS S 5030-B30G,70,0,30,58,#1F6262,31,98,98
005658,NCS S 5040-B30G,100,0,40,60,#005658,0,86,88
004345,NCS S 5540-B30G,100,0,40,70,#004345,0,67,69
475B5B,NCS S 6010-B30G,35,0,15,68,#475B5B,71,91,91
264F4F,NCS S 6020-B30G,60,0,25,70,#264F4F,38,79,79
004645,NCS S 6030-B30G,90,0,40,70,#004645,0,70,69
003032,NCS S 6530-B30G,100,0,40,80,#003032,0,48,50
2A3B3C,NCS S 7010-B30G,40,0,15,82,#2A3B3C,42,59,60
002627,NCS S 7020-B30G,100,0,40,85,#002627,0,38,39
0F1E1A,NCS S 8010-B30G,50,0,35,95,#0F1E1A,15,30,26
CAF2ED,NCS S 0520-B40G,31,0,15,0,#CAF2ED,202,242,237
A7E7E4,NCS S 0530-B40G,45,0,19,0,#A7E7E4,167,231,228
C1EFEC,NCS S 1020-B40G,35,0,15,0,#C1EFEC,193,239,236
A8E8E1,NCS S 1030-B40G,45,0,21,0,#A8E8E1,168,232,225
7BD9D0,NCS S 1040-B40G,60,0,29,0,#7BD9D0,123,217,208
3BC7BF,NCS S 1050-B40G,75,0,35,0,#3BC7BF,59,199,191
A3D5CD,NCS S 2020-B40G,38,0,20,10,#A3D5CD,163,213,205
6DCBC1,NCS S 2030-B40G,61,0,31,5,#6DCBC1,109,203,193
43BFB6,NCS S 2040-B40G,72,0,35,5,#43BFB6,67,191,182
00BAAF,NCS S 2050-B40G,84,0,41,0,#00BAAF,0,186,175
00907E,NCS S 2555-B40G,98,0,55,15,#00907E,0,144,126
79A39E,NCS S 3020-B40G,41,0,21,30,#79A39E,121,163,158
43A398,NCS S 3030-B40G,68,0,36,20,#43A398,67,163,152
00978F,NCS S 3040-B40G,82,0,40,20,#00978F,0,151,143
008D7F,NCS S 3050-B40G,93,0,50,20,#008D7F,0,141,127
007D77,NCS S 3060-B40G,98,0,48,30,#007D77,0,125,119
006F6C,NCS S 4040-B40G,85,0,40,45,#006F6C,0,111,108
006A63,NCS S 4050-B40G,100,0,50,45,#006A63,0,106,99
00635A,NCS S 4055-B40G,100,0,52,50,#00635A,0,99,90
005953,NCS S 4550-B40G,100,0,50,57,#005953,0,89,83
00554F,NCS S 5040-B40G,100,0,50,60,#00554F,0,85,79
004D47,NCS S 5540-B40G,100,0,50,65,#004D47,0,77,71
F3FCF5,NCS S 0505-B50G,7,0,6,0,#F3FCF5,243,252,245
E7FAF2,NCS S 0510-B50G,15,0,10,0,#E7FAF2,231,250,242
D2F5EF,NCS S 0515-B50G,27,0,14,0,#D2F5EF,210,245,239
C5F1EA,NCS S 0520-B50G,33,0,17,0,#C5F1EA,197,241,234
B8EEE3,NCS S 0530-B50G,39,0,21,0,#B8EEE3,184,238,227
F0FCF5,NCS S 0804-B50G,10,0,7,0,#F0FCF5,240,252,245
E3EFEB,NCS S 1005-B50G,10,0,6,5,#E3EFEB,227,239,235
DFF8F1,NCS S 1010-B50G,20,0,12,0,#DFF8F1,223,248,241
CDF3EE,NCS S 1015-B50G,29,0,14,0,#CDF3EE,205,243,238
C1F1E8,NCS S 1020-B50G,35,0,18,0,#C1F1E8,193,241,232
A7E8DE,NCS S 1030-B50G,45,0,23,0,#A7E8DE,167,232,222
7AD9CE,NCS S 1040-B50G,60,0,30,0,#7AD9CE,122,217,206
17C1B6,NCS S 1050-B50G,79,0,39,0,#17C1B6,23,193,182
BEDDD7,NCS S 1510-B50G,25,0,14,10,#BEDDD7,190,221,215
B9E4E0,NCS S 1515-B50G,33,0,15,5,#B9E4E0,185,228,224
BACBC7,NCS S 2005-B50G,15,0,9,20,#BACBC7,186,203,199
A8C5C0,NCS S 2010-B50G,25,0,14,20,#A8C5C0,168,197,192
70CDBD,NCS S 2030-B50G,60,0,34,5,#70CDBD,112,205,189
70CDBD,NCS S 2030-B50G,60,0,34,5,#70CDBD,112,205,189
40BEAE,NCS S 2040-B50G,72,0,40,5,#40BEAE,64,190,174
00B1A0,NCS S 2050-B50G,83,0,45,5,#00B1A0,0,177,160
00A28F,NCS S 2060-B50G,100,0,55,0,#00A28F,0,162,143
8AA4A0,NCS S 3010-B50G,27,0,15,35,#8AA4A0,138,164,160
72A29A,NCS S 3020-B50G,45,0,25,29,#72A29A,114,162,154
40A598,NCS S 3030-B50G,69,0,38,19,#40A598,64,165,152
009284,NCS S 3040-B50G,80,0,45,23,#009284,0,146,132
008E7F,NCS S 3050-B50G,90,0,50,21,#008E7F,0,142,127
00826E,NCS S 3055-B50G,100,0,60,25,#00826E,0,130,110
728581,NCS S 4010-B50G,25,0,15,50,#728581,114,133,129
547F76,NCS S 4020-B50G,50,0,30,45,#547F76,84,127,118
00796F,NCS S 4030-B50G,80,0,43,40,#00796F,0,121,111
007468,NCS S 4040-B50G,90,0,50,40,#007468,0,116,104
006858,NCS S 4050-B50G,100,0,60,45,#006858,0,104,88
005C4D,NCS S 4550-B50G,100,0,60,55,#005C4D,0,92,77
5A6D68,NCS S 5010-B50G,30,0,20,60,#5A6D68,90,109,104
386C5E,NCS S 5020-B50G,60,0,40,53,#386C5E,56,108,94
005D53,NCS S 5030-B50G,80,0,45,58,#005D53,0,93,83
005849,NCS S 5040-B50G,100,0,60,58,#005849,0,88,73
004237,NCS S 5540-B50G,100,0,60,70,#004237,0,66,55
465E58,NCS S 6010-B50G,40,0,25,65,#465E58,70,94,88
165850,NCS S 6020-B50G,70,0,40,63,#165850,22,88,80
00443E,NCS S 6030-B50G,98,0,50,70,#00443E,0,68,62
004039,NCS S 6530-B50G,100,0,52,72,#004039,0,64,57
253E39,NCS S 7010-B50G,50,0,30,80,#253E39,37,62,57
00322C,NCS S 7020-B50G,90,0,50,80,#00322C,0,50,44
0C2622,NCS S 8010-B50G,60,0,35,90,#0C2622,12,38,34
D1F5EC,NCS S 0520-B60G,28,0,16,0,#D1F5EC,209,245,236
BEF0E0,NCS S 0530-B60G,37,0,23,0,#BEF0E0,190,240,224
CBF3EB,NCS S 1020-B60G,30,0,16,0,#CBF3EB,203,243,235
B7EEDE,NCS S 1030-B60G,40,0,25,0,#B7EEDE,183,238,222
95E4D0,NCS S 1040-B60G,52,0,32,0,#95E4D0,149,228,208
48CBB6,NCS S 1050-B60G,72,0,42,0,#48CBB6,72,203,182
9EDAC7,NCS S 2020-B60G,44,0,29,6,#9EDAC7,158,218,199
7BDBC8,NCS S 2030-B60G,60,0,35,0,#7BDBC8,123,219,200
52CEB9,NCS S 2040-B60G,70,0,41,0,#52CEB9,82,206,185
00BCA9,NCS S 2050-B60G,83,0,46,0,#00BCA9,0,188,169
00A38B,NCS S 2555-B60G,100,0,58,0,#00A38B,0,163,139
72AA9C,NCS S 3020-B60G,49,0,31,24,#72AA9C,114,170,156
419F90,NCS S 3030-B60G,68,0,40,22,#419F90,65,159,144
009E89,NCS S 3040-B60G,82,0,50,15,#009E89,0,158,137
00876D,NCS S 3050-B60G,92,0,60,23,#00876D,0,135,109
007764,NCS S 3555-B60G,100,0,60,35,#007764,0,119,100
007361,NCS S 4040-B60G,90,0,55,40,#007361,0,115,97
006855,NCS S 4050-B60G,100,0,62,45,#006855,0,104,85
005546,NCS S 5040-B60G,98,0,60,60,#005546,0,85,70
002F27,NCS S 6035-B60G,100,0,60,80,#002F27,0,47,39
DFF9EB,NCS S 0510-B70G,20,0,15,0,#DFF9EB,223,249,235
CCF4E1,NCS S 0520-B70G,30,0,22,0,#CCF4E1,204,244,225
C3F2DF,NCS S 0530-B70G,35,0,24,0,#C3F2DF,195,242,223
D2ECE1,NCS S 1010-B70G,20,0,14,5,#D2ECE1,210,236,225
C6F3E6,NCS S 1020-B70G,33,0,20,0,#C6F3E6,198,243,230
AFEBD6,NCS S 1030-B70G,43,0,29,0,#AFEBD6,175,235,214
81DCC3,NCS S 1040-B70G,59,0,38,0,#81DCC3,129,220,195
54CEB2,NCS S 1050-B70G,70,0,45,0,#54CEB2,84,206,178
A9C5BF,NCS S 2010-B70G,25,0,15,20,#A9C5BF,169,197,191
94D8BC,NCS S 2020-B70G,49,0,36,5,#94D8BC,148,216,188
73CEB4,NCS S 2030-B70G,60,0,40,5,#73CEB4,115,206,180
4ACCB2,NCS S 2040-B70G,72,0,45,0,#4ACCB2,74,204,178
00BEA3,NCS S 2050-B70G,82,0,50,0,#00BEA3,0,190,163
00A287,NCS S 2060-B70G,100,0,60,0,#00A287,0,162,135
8EA5A0,NCS S 3010-B70G,25,0,15,35,#8EA5A0,142,165,160
75A591,NCS S 3020-B70G,46,0,34,27,#75A591,117,165,145
3AA08D,NCS S 3030-B70G,70,0,43,20,#3AA08D,58,160,141
00A085,NCS S 3040-B70G,80,0,53,15,#00A085,0,160,133
008C6F,NCS S 3050-B70G,92,0,61,20,#008C6F,0,140,111
007860,NCS S 3060-B70G,100,0,65,33,#007860,0,120,96
6C877D,NCS S 4010-B70G,35,0,25,46,#6C877D,108,135,125
507C6C,NCS S 4020-B70G,52,0,38,45,#507C6C,80,124,108
2C806D,NCS S 4030-B70G,70,0,46,38,#2C806D,44,128,109
00725A,NCS S 4040-B70G,90,0,60,40,#00725A,0,114,90
00674F,NCS S 4050-B70G,100,0,68,45,#00674F,0,103,79
63766C,NCS S 5010-B70G,30,0,25,55,#63766C,99,118,108
367062,NCS S 5020-B70G,62,0,40,50,#367062,54,112,98
006856,NCS S 5030-B70G,80,0,52,50,#006856,0,104,86
005341,NCS S 5040-B70G,100,0,65,60,#005341,0,83,65
475A4F,NCS S 6010-B70G,35,0,30,68,#475A4F,71,90,79
195A48,NCS S 6020-B70G,70,0,50,61,#195A48,25,90,72
004031,NCS S 6030-B70G,90,0,60,72,#004031,0,64,49
263F34,NCS S 7010-B70G,50,0,40,79,#263F34,38,63,52
002F22,NCS S 7020-B70G,100,0,70,80,#002F22,0,47,34
022216,NCS S 8010-B70G,70,0,60,90,#022216,2,34,22
F3FDF3,NCS S 0505-B80G,8,0,8,0,#F3FDF3,243,253,243
F0FBF0,NCS S 0507-B80G,10,0,10,0,#F0FBF0,240,251,240
DFF9EB,NCS S 0515-B80G,20,0,15,0,#DFF9EB,223,249,235
E9FBF2,NCS S 0907-B80G,14,0,10,0,#E9FBF2,233,251,242
E4EFE5,NCS S 1005-B80G,10,0,10,5,#E4EFE5,228,239,229
D3F5E6,NCS S 1015-B80G,28,0,20,0,#D3F5E6,211,245,230
91E1C2,NCS S 1040-B80G,55,0,40,0,#91E1C2,145,225,194
82DBB8,NCS S 1050-B80G,60,0,45,0,#82DBB8,130,219,184
C6E7DE,NCS S 1510-B80G,25,0,15,6,#C6E7DE,198,231,222
C2F2E3,NCS S 1515-B80G,35,0,22,0,#C2F2E3,194,242,227
B9CABE,NCS S 2005-B80G,16,0,15,20,#B9CABE,185,202,190
59CEAB,NCS S 2040-B80G,70,0,50,0,#59CEAB,89,206,171
1EC097,NCS S 2050-B80G,80,0,58,0,#1EC097,30,192,151
009B77,NCS S 2555-B80G,100,0,68,5,#009B77,0,155,119
93A097,NCS S 3005-B80G,15,0,15,40,#93A097,147,160,151
009D7C,NCS S 3040-B80G,80,0,57,16,#009D7C,0,157,124
007558,NCS S 3555-B80G,100,0,70,35,#007558,0,117,88
007558,NCS S 3555-B80G,100,0,70,35,#007558,0,117,88
7F8A83,NCS S 4005-B80G,15,0,15,50,#7F8A83,127,138,131
007356,NCS S 4040-B80G,90,0,65,38,#007356,0,115,86
00674D,NCS S 4050-B80G,100,0,70,45,#00674D,0,103,77
005740,NCS S 4550-B80G,100,0,70,57,#005740,0,87,64
69736E,NCS S 5005-B80G,17,0,15,60,#69736E,105,115,110
00523E,NCS S 5040-B80G,100,0,68,60,#00523E,0,82,62
004633,NCS S 5540-B80G,100,0,70,68,#004633,0,70,51
556058,NCS S 6005-B80G,20,0,20,68,#556058,85,96,88
35423E,NCS S 7005-B80G,30,0,20,80,#35423E,53,66,62
15281E,NCS S 8005-B80G,50,0,45,90,#15281E,21,40,30
001209,NCS S 8505-B80G,70,0,60,100,#001209,0,18,9
E7FAE7,NCS S 0510-B90G,15,0,15,0,#E7FAE7,231,250,231
DDF9DD,NCS S 0520-B90G,20,0,20,0,#DDF9DD,221,249,221
CCF4D0,NCS S 0530-B90G,30,0,29,0,#CCF4D0,204,244,208
DFF9E8,NCS S 1010-B90G,20,0,16,0,#DFF9E8,223,249,232
C2F1D0,NCS S 1020-B90G,35,0,30,0,#C2F1D0,194,241,208
AAEAC6,NCS S 1030-B90G,45,0,37,0,#AAEAC6,170,234,198
9FE5C1,NCS S 1040-B90G,50,0,40,0,#9FE5C1,159,229,193
90E0B8,NCS S 1050-B90G,55,0,44,0,#90E0B8,144,224,184
83DBB2,NCS S 1055-B90G,60,0,48,0,#83DBB2,131,219,178
B7D9C4,NCS S 2010-B90G,29,0,24,10,#B7D9C4,183,217,196
94CDAC,NCS S 2020-B90G,45,0,38,10,#94CDAC,148,205,172
85DDBA,NCS S 2030-B90G,59,0,44,0,#85DDBA,133,221,186
5DCEA6,NCS S 2040-B90G,70,0,53,0,#5DCEA6,93,206,166
29C091,NCS S 2050-B90G,80,0,62,0,#29C091,41,192,145
00AB79,NCS S 2060-B90G,93,0,72,0,#00AB79,0,171,121
92A99E,NCS S 3010-B90G,25,0,20,32,#92A99E,146,169,158
73A58A,NCS S 3020-B90G,48,0,40,25,#73A58A,115,165,138
3F9D77,NCS S 3030-B90G,70,0,57,20,#3F9D77,63,157,119
1A9F77,NCS S 3040-B90G,79,0,62,15,#1A9F77,26,159,119
009268,NCS S 3050-B90G,92,0,70,15,#009268,0,146,104
00875C,NCS S 3060-B90G,100,0,78,20,#00875C,0,135,92
6F8473,NCS S 4010-B90G,30,0,30,48,#6F8473,111,132,115
547D67,NCS S 4020-B90G,50,0,42,45,#547D67,84,125,103
2B7D5C,NCS S 4030-B90G,72,0,60,37,#2B7D5C,43,125,92
00764F,NCS S 4040-B90G,83,0,70,38,#00764F,0,118,79
006C48,NCS S 4050-B90G,100,0,80,40,#006C48,0,108,72
005839,NCS S 4550-B90G,100,0,80,55,#005839,0,88,57
567161,NCS S 5010-B90G,40,0,35,55,#567161,86,113,97
396C53,NCS S 5020-B90G,60,0,50,52,#396C53,57,108,83
216645,NCS S 5030-B90G,71,0,63,52,#216645,33,102,69
005134,NCS S 5040-B90G,100,0,80,60,#005134,0,81,52
003E27,NCS S 5540-B90G,100,0,80,70,#003E27,0,62,39
435F4E,NCS S 6010-B90G,45,0,40,63,#435F4E,67,95,78
124A35,NCS S 6020-B90G,70,0,57,70,#124A35,18,74,53
00462E,NCS S 6030-B90G,90,0,70,68,#00462E,0,70,46
31483A,NCS S 7010-B90G,45,0,40,75,#31483A,49,72,58
002E1D,NCS S 7020-B90G,90,0,70,80,#002E1D,0,46,29
0C2517,NCS S 8010-B90G,60,0,60,90,#0C2517,12,37,23
F4FCEF,NCS S 0505-G,8,0,10,0,#F4FCEF,244,252,239
F5FCEC,NCS S 0507-G,8,0,12,0,#F5FCEC,245,252,236
F0FBEB,NCS S 0510-G,10,0,12,0,#F0FBEB,240,251,235
EDFBE7,NCS S 0515-G,12,0,15,0,#EDFBE7,237,251,231
E8FAE8,NCS S 0520-G,15,0,15,0,#E8FAE8,232,250,232
D6F7D6,NCS S 0530-G,25,0,25,0,#D6F7D6,214,247,214
B4EEB6,NCS S 0540-G,40,0,40,0,#B4EEB6,180,238,182
EAF2E7,NCS S 1005-G,8,0,10,4,#EAF2E7,234,242,231
DBF8E0,NCS S 1010-G,22,0,20,0,#DBF8E0,219,248,224
D6F7DB,NCS S 1015-G,25,0,23,0,#D6F7DB,214,247,219
CCF4D3,NCS S 1020-G,30,0,28,0,#CCF4D3,204,244,211
A9E9B9,NCS S 1030-G,45,0,41,0,#A9E9B9,169,233,185
9DE5B7,NCS S 1040-G,50,0,43,0,#9DE5B7,157,229,183
89DEA0,NCS S 1050-G,56,0,52,0,#89DEA0,137,222,160
46C37C,NCS S 1060-G,75,0,70,0,#46C37C,70,195,124
